   1 12 12  1  1  1  70161.04  0 99
   2 12 12  1  1  0  17043.12  0 33
   3 12 10  4  1  0  34078.22  0 55
   4 12 12  1  1  1  44101.23  0 83
   5 12 12  2  1  1  88202.45  0 94
   6 12 12  2  1  1  88202.45  0 66
   7 16 17  2  1  0  60138.04  0 96
   8 13 12  5  1  1  42096.63  0 15
   9 12 12  4  1  0  44101.23  0 35
  10 10 12  2  1  0  11025.31  0 38
  11 10 12  3  1  0  11025.31  0 45
  12 14 12  1  1  1  42096.63  0 20
  13 12 16  1  1  1  64925.02  0 78
  14 12 12  3  1  0  18041.41  0 36
  15 12 14  6  0  1  16036.81  0 89
  16 12 16  2  0  1 100230.06  0 68
  17 12 12  3  1  1  74170.25  0 95
  18 15 12  3  1  1  74170.25  0 79
  19 17 16  1  1  1  80184.05  0 72
  20 16 16  2  1  0  50115.03  0 64
  21 16 18  2  1  1  70161.04  0 97
  22 12  9  1  1  1  22050.61  0 98
  23 11  9  2  1  1  50115.03  0 67
  24 11  8  2  1  1  50115.03  0 99
  25 16 12  2  0  1 120276.07  0 98
  26 11 10  1  1  1  24055.21  0 63
  27 14 15  7  1  1  60138.04  0 72
  28 12 12  1  1  1  30069.02  0 34
  29 13 14  3  1  1  90207.06  0 73
  30 16 16  4  1  1  80184.05  0 69
  31 12 12  3  1  1  24055.21  0 51
  32 12 12  3  1  1  24055.21  0 74
  33 12 12  2  1  0  44101.23  0 64
  34 12 12  3  1  1  36082.82  0 34
  35 16 18  2  1  1  48110.43  0 63
  36 10 12  3  1  1  40092.02  0 64
  37 10  7  2  1  0  10023.01  0 60
  38 12 12  2  1  1  17666.55  0 49
  39 12 12  3  1  1  46105.83  0 35
  40 12 12  2  1  1  60138.04  0 37
  41 16 17  2  1  1  52119.63  0 74
  42 12 12  1  1  1  56128.83  0 49
  43 20 16  1  1  1 140322.09  0 93
  44 16 17  1  1  1  60138.04  0 63
  45 12 12  2  1  1 130299.08  0 25
  46 16 16  1  0  1   8619.79  0 73
  47  9 10  2  1  0  26059.82  0 15
  48 12 12  2  1  1  40092.02  0 50
  49 12  8  2  0  1  38087.42  0 28
  50 10 14  3  0  1  58133.44  0 51
  51 10 15  3  1  1  58133.44  0 19
  52 12 12  3  0  1  32073.62  0 52
  53 11 11  6  1  1  20046.01  0 11
  54 12 12  3  0  1  25257.98  0 71
  55 12 12  3  0  1  30069.02  0 64
  56 13  8  4  1  0  12027.61  0 63
  57 16  8  4  1  0  14032.21  0 12
  58  8 12  2  1  0  28064.42  0 17
  59 11  9  2  1  1  36082.82  0 49
  60 12 12  2  1  1  39490.64  0 66
  61 12 18  3  1  1  54124.23  0 89
  62 12 12  4  1  1  42096.63  0 29
  63  8 12  2  1  1  36082.82  0 14
  64 12 13  4  0  1  23052.91  0 58
  65 15 18  6  1  0  11626.69  0 87
  66 12 14  1  1  1  50115.03  0 46
  67 13 13  3  1  1  50115.03  0 83
  68 12 12  1  1  0  28064.42  0 21
  69 12 12  5  1  1  76174.85  0 27
  70 12  8  4  1  1  60138.04  0 21
  71 11 10  3  1  1  34078.22  0 29
  72 12 12  2  1  1  90207.06  0 13
  73 12 12  3  1  1  60138.04  0  9
  74 12 12  3  1  1  60138.04  0 60
  75 12 16  3  1  1  34078.22  0 91
  76 12  8  2  1  1  30670.40  0 49
  77 12 12  4  1  1  98225.46  0 38
  78 12 12  4  1  1  98225.46  0 38
  79 12 12  3  1  1  50115.03  0 52
  80 12 14  3  1  1  80184.05  0 34
  81 12 18  2  1  1  66151.84  0 77
  82  4  4  2  1  1  60679.28  0 11
  83 12 12  2  1  1  17039.11  0 89
  84 11 12  3  1  1  58133.44  0 67
  85 12 12  5  1  1  70161.04  0 89
  86 12 12  5  0  0  32073.62  0 68
  87 11 12  2  0  1  40092.02  0 12
  88 11 12  2  0  1  40092.02  0 59
  89 14 11  7  1  1  58133.44  0 26
  90 16 20  2  1  1 126289.88  0 99
  91 12 12  4  1  1  80184.05  0 94
  92 12 11  2  1  1  38087.42  0  3
  93  8  8  4  1  1  30069.02  0 50
