   1 -9999 -9999 -9999 -9999  4.40  8.70  9.34 10.32 10.94 11.68 11.83 11.05
   2 -9999 -9999 -9999 -9999 10.50 -9999 -9999 -9999 -9999 -9999 -9999  4.25
   3 -9999 -9999 -9999  5.78 -9999 -9999  3.72 -9999 -9999  7.65 -9999 10.90
   4 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999  7.48  5.88 -9999 -9999
   5  6.35 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   6 -9999  6.74  6.86  8.13  8.20 -9999  5.47  8.48 10.95 13.26 13.51 12.82
   7 -9999 -9999 -9999 -9999  8.53 -9999 -9999 -9999 -9999 -9999 -9999 -9999
   8  9.00  9.52 -9999 12.19  7.87 10.06 15.79 16.40 20.13 14.73  3.18 15.60
   9  7.20 -9999  4.34  6.91  7.28  8.81  7.29  8.43  9.48 12.42 12.42 11.23
  10  8.10 -9999 -9999  8.47  8.20  8.81 -9999 -9999  8.63 -9999 11.19 11.25
  11 -9999 -9999 -9999  6.20  7.57  8.49 -9999  9.98 10.22 15.06 14.76 16.08
  12 -9999 -9999 -9999 -9999 -9999  8.64 11.54  9.96 -9999 -9999 18.97 13.00
  13 12.98 13.12 14.09 14.49  7.28 12.73 13.36 13.18 15.23 14.09 17.62 15.00
  14  9.36 13.07 -9999  8.80 18.37 -9999 -9999 -9999 -9999 -9999 13.18 -9999
  15 11.70 11.21 10.06 11.07 11.56 12.59 14.01 -9999 -9999 -9999 -9999 -9999
  16 -9999 -9999  7.48 -9999 10.66  8.55 12.15 15.26 27.38 27.62 26.35 28.84
  17 -9999 -9999 -9999 -9999  5.91 -9999  9.41  9.62 13.27 -9999 -9999 -9999
  18 -9999 -9999  5.39  7.11  6.61  8.40  3.36  7.06 -9999 -9999 -9999 -9999
  19 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999
  20 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 14.87 10.54 -9999
  21 -9999 -9999 -9999 -9999 -9999 -9999 -9999 12.83 18.58 36.82 34.22 -9999
  22 -9999 -9999 -9999 -9999 -9999 10.06 12.84 10.54 12.29 14.16 11.26 15.29
  23 -9999 -9999  5.18 -9999 -9999 -9999 -9999 -9999  8.94 10.20 10.13 12.21
  24 -9999 -9999  4.57 -9999 -9999 -9999 -9999 -9999 -9999 11.05  7.22 10.52
  25 -9999 -9999 -9999 -9999 -9999 -9999  9.11 19.08 19.17 21.25 23.72 15.38
  26 -9999 -9999  8.63  8.13 18.37  6.70  2.11 11.46  8.85  8.50  9.03 10.35
  27 -9999  5.55  8.93 13.02 -9999 12.35 11.42 14.51 11.79 20.04 24.32 21.53
  28 -9999 -9999  4.79 -9999 -9999  2.69  4.25  4.17 -9999 -9999 -9999 -9999
  29 -9999 -9999 -9999 -9999 -9999 -9999 11.10 15.29 15.27 18.88 20.27 -9999
  30 -9999 -9999 -9999 -9999  5.75 -9999 -9999 -9999 12.71  6.63 19.57 12.96
  31 -9999 -9999 -9999  4.67 -9999  4.30  4.86  6.56  7.66  5.89  6.56  5.77
  32 -9999 -9999 -9999 -9999  6.56  6.29 -9999 -9999 -9999 -9999 -9999 13.28
  33 -9999 -9999 -9999  5.50  5.43  5.66  8.50  9.54 -9999 10.37 12.12 11.50
  34 -9999 -9999  5.82  7.83  4.59  8.54 10.02  5.60  9.20 11.73 10.33 13.63
  35 -9999 -9999 -9999 -9999 -9999  7.55  7.17  9.93  9.20 17.52 16.21 18.84
  36 -9999 -9999  5.46  4.96  8.56  7.25  9.49 10.03 10.35 -9999 -9999 10.96
  37 -9999  4.76 -9999 -9999  4.86  5.35  7.11  6.24 -9999  7.60  7.53 10.33
  38  6.52  6.34  5.39  6.60  9.84  5.66  7.00 11.46 13.37 22.10  8.44 19.23
  39 -9999 -9999 -9999 -9999  5.25  7.64  4.37  8.19 11.51 10.92  7.43  7.57
  40 -9999 -9999 -9999 -9999 -9999 -9999 -9999  4.77  6.90 16.02 12.96 17.50
  41 -9999 -9999 -9999 -9999 -9999 -9999 -9999 10.84 11.61 -9999 -9999 15.00
  42 -9999 -9999 -9999 -9999 -9999 -9999 -9999  5.09 -9999 11.77 16.79 14.25
  43 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 -9999 18.05 -9999 20.00
  44 -9999 -9999 -9999 -9999 -9999  9.43 -9999 -9999 -9999  8.50 11.59 16.00
  45  6.39  5.66  9.58 10.08 11.61 12.58  9.05 12.89 13.27 14.73 14.37 -9999
  46 -9999  6.34  4.62  6.77 -9999  9.13 -9999 -9999  6.51 -9999 -9999 12.30
  47 -9999 -9999  4.79  6.51  6.82  6.34  9.11  7.75  8.63  8.84 13.18 14.28
  48 -9999 -9999 -9999 -9999 -9999 -9999  7.06  8.94  8.59 11.15 11.71 15.38
  49 -9999 -9999 -9999 -9999 -9999 -9999  7.59 -9999 -9999  6.91  6.11  6.75
  50 -9999  4.76 -9999 -9999 18.77  8.16  9.05  9.74 10.29 19.75 25.33 -9999
  51 -9999 -9999 -9999 -9999  8.20  4.40  5.31  7.16  7.48  9.94  7.38  5.55
