   1 12 13 14 15 16 16 16 16 16 16 16 16
   2  8  9 10 11 12 12 12 12 12 12 12 12
   3  9 10 11 12 12 12 12 13 13 13 13 14
   4  8  9 10 11 12 13 14 15 16 16 16 16
   5 13 13 14 14 15 15 15 15 15 15 15 15
   6 11 11 12 12 12 12 12 12 12 12 12 12
   7 10 11 12 13 14 14 14 14 15 16 16 16
   8 13 13 13 13 13 13 13 13 13 13 13 13
   9 12 12 12 12 12 12 12 12 12 12 12 12
  10 12 12 13 13 13 13 13 13 13 13 13 13
  11 10 11 12 12 12 12 12 13 15 15 15 15
  12  8  9 10 11 12 12 12 12 12 12 12 12
  13 12 12 12 12 12 12 12 12 12 12 12 12
  14 12 12 12 12 12 12 12 12 12 12 12 12
  15 14 14 14 14 14 14 14 14 14 14 14 14
  16 10 11 12 12 12 12 12 12 12 12 12 12
  17 12 13 14 15 16 16 16 16 16 16 16 16
  18 11 12 12 12 12 12 12 13 13 13 13 13
  19  8  9 10 11 12 13 14 15 15 15 15 15
  20  8  9 10 12 12 13 15 15 15 16 16 16
  21 12 13 14 15 16 17 18 18 18 18 18 18
  22 11 12 13 14 15 16 16 16 16 16 16 16
  23 10 11 12 12 13 14 14 15 16 16 16 16
  24 14 15 16 16 16 17 18 19 20 20 20 20
  25 10 11 12 13 14 15 16 16 16 16 16 16
  26 10 11 12 12 12 12 12 12 12 12 12 12
  27 13 14 14 14 14 14 14 14 14 14 14 14
  28 10 10 10 10 10 10 10 10 10 10 10 10
  29 11 12 13 14 15 15 16 16 16 16 16 16
  30  9 10 11 12 12 13 14 15 15 15 15 15
  31 10 11 11 11 11 11 11 11 11 11 11 11
  32  8  9 10 11 12 12 12 12 12 12 12 12
  33  9 10 11 12 12 12 12 12 12 12 12 12
  34  9  9  9  9  9  9  9  9  9  9  9  9
  35 10 11 12 13 14 16 16 16 16 16 16 16
  36 10 11 12 12 12 12 12 12 12 12 13 13
  37  9  9  9  9  9  9  9  9  9  9  9  9
  38 11 11 11 12 12 12 12 12 12 12 12 12
  39  8  9 10 11 12 12 12 12 12 12 12 12
  40  7  8  9 10 11 12 13 14 15 15 15 15
  41  9 10 11 12 13 14 15 16 16 17 18 19
  42  8  9 10 11 12 13 13 14 14 16 16 16
  43  8  9 10 11 12 13 14 15 16 16 17 18
  44  9 10 11 12 13 14 14 15 16 18 18 18
  45 12 12 12 12 12 12 12 12 12 12 12 12
